City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,novosil,52.97,37.04,34.56,70,60,20.22,RU,1572758980
270,garissa,-0.46,39.64,82.51,57,51,17.34,KE,1572758980
271,san isidro,10.02,-84.06,70.0,83,78,8.05,CR,1572758980
272,mets masrik,40.22,45.77,29.1,59,0,0.81,AM,1572758981
273,ca mau,9.18,105.15,83.84,81,88,4.23,VN,1572758981
274,emba,34.81,32.42,64.4,72,20,9.17,CY,1572758981
275,namatanai,-3.66,152.44,79.41,83,100,12.28,PG,1572758981
276,linhares,-19.38,-40.06,68.4,93,0,2.55,BR,1572758982
277,cidreira,-30.17,-50.22,70.11,94,96,3.36,BR,1572758982
278,hami,42.84,93.51,61.21,17,99,4.07,CN,1572758765
279,komsomolskiy,67.55,63.78,-2.24,99,88,6.85,RU,1572758740
280,isawa,11.56,10.22,76.1,39,40,1.72,NG,1572758983
281,juri,35.75,128.62,69.8,49,75,5.82,KR,1572758983
282,san matias,-16.36,-58.4,73.99,81,3,5.88,BO,1572758983
283,avarua,-21.21,-159.78,75.2,60,100,16.11,CK,1572758556
284,mitsamiouli,-11.38,43.28,84.2,70,40,4.7,KM,1572758984
285,clyde river,70.47,-68.59,21.2,73,75,5.82,CA,1572758709
286,biak,-0.91,122.88,82.92,74,49,13.76,ID,1572758984
287,grimstad,66.94,13.72,28.4,92,20,10.29,NO,1572758984
288,alofi,-19.06,-169.92,73.4,64,99,11.41,NU,1572758631
289,taoudenni,22.68,-3.98,71.04,33,50,6.58,ML,1572758985
290,raudeberg,61.99,5.14,39.99,55,0,9.17,NO,1572758985
291,oranjestad,12.52,-70.03,82.4,83,20,9.17,AW,1572758986
292,fonte boa,-2.51,-66.09,72.75,97,100,0.43,BR,1572758986
293,pokaran,26.93,71.92,86.47,29,0,4.41,IN,1572758986
294,viru,57.74,26.74,39.2,93,100,6.93,EE,1572758986
295,derzhavinsk,51.1,66.31,32.36,52,100,15.59,KZ,1572758986
296,egvekinot,66.32,-179.17,6.66,95,95,2.98,RU,1572758987
297,nerchinskiy zavod,51.31,119.61,32.58,26,0,7.7,RU,1572758987
298,rancho palos verdes,33.75,-118.37,64.4,63,1,4.34,US,1572758987
299,suicheng,33.9,117.93,72.73,30,0,7.76,CN,1572758791
300,richards bay,-28.77,32.06,72.64,85,48,26.15,ZA,1572758772
301,ancud,-41.87,-73.83,46.4,100,90,10.29,CL,1572758988
302,zhuhai,40.71,112.04,55.4,54,0,2.24,CN,1572758988
303,ati,13.21,18.34,80.44,18,93,8.61,TD,1572758989
304,college,64.86,-147.8,21.2,100,90,3.36,US,1572758707
305,villa del rosario,-31.55,-63.53,66.0,55,75,8.05,AR,1572758989
306,necochea,-38.55,-58.74,44.67,92,0,6.76,AR,1572758820
307,punta alta,-27.46,-55.82,77.0,73,40,11.41,AR,1572758698
308,pangnirtung,66.15,-65.72,19.63,90,100,5.93,CA,1572758723
309,katsuura,33.93,134.5,68.0,72,75,9.17,JP,1572758685
310,ambulu,-8.35,113.61,79.5,81,36,14.36,ID,1572758990
311,mount isa,-20.73,139.49,98.6,16,90,12.75,AU,1572758768
312,sharjah,25.36,55.39,84.2,48,0,5.82,AE,1572758766
313,lichinga,-13.3,35.25,76.96,56,4,8.77,MZ,1572758991
314,suez,29.97,32.54,71.1,53,0,2.46,EG,1572758725
315,gat,14.69,-16.54,77.0,61,3,2.24,SN,1572758791
316,dudinka,69.41,86.18,-16.61,75,96,4.47,RU,1572758992
317,shaunavon,49.65,-108.41,34.59,85,100,8.7,CA,1572758992
318,viedma,-40.81,-62.99,52.99,53,0,17.16,AR,1572758992
319,norman wells,65.28,-126.83,15.8,85,75,4.7,CA,1572758797
320,athabasca,54.72,-113.29,33.26,97,100,10.02,CA,1572758993
321,port blair,11.67,92.75,82.92,72,0,11.27,IN,1572758812
322,okha,53.59,142.95,39.09,94,84,7.45,RU,1572758994
323,claresholm,50.02,-113.58,41.0,56,75,24.16,CA,1572758994
324,dauriya,49.93,116.85,38.97,19,0,10.22,RU,1572758994
325,nadym,65.53,72.51,4.21,89,39,9.26,RU,1572758995
326,itarema,-2.92,-39.92,75.6,83,25,5.26,BR,1572758770
327,bosaso,11.28,49.18,84.2,79,20,10.29,SO,1572758995
328,provideniya,64.42,-173.23,17.92,88,92,1.23,RU,1572758702
329,de aar,-30.65,24.01,64.4,15,50,1.12,ZA,1572758995
330,madison heights,42.49,-83.11,37.99,93,90,4.7,US,1572758996
331,bathsheba,13.22,-59.52,80.6,83,40,13.87,BB,1572758744
332,narsaq,60.91,-46.05,28.4,54,40,2.24,GL,1572758716
333,anloga,5.79,0.9,78.01,79,100,4.38,GH,1572758997
334,boguchany,58.38,97.46,26.85,63,84,12.08,RU,1572758759
335,yuzhou,34.16,113.47,64.4,52,0,13.42,CN,1572758997
336,beloha,-25.17,45.06,82.29,38,83,6.51,MG,1572758760
337,hamilton,43.26,-79.87,39.2,92,20,9.17,CA,1572758461
338,talnakh,69.49,88.39,-16.61,75,100,4.47,RU,1572758707
339,amravati,20.93,77.76,82.18,56,0,4.21,IN,1572758998
340,scranton,41.41,-75.66,37.4,69,1,4.21,US,1572758998
341,kangaatsiaq,68.31,-53.46,27.05,69,100,7.96,GL,1572758813
342,altay,47.83,88.13,42.66,61,32,2.66,CN,1572758999
343,saint-joseph,43.56,6.97,60.8,93,100,3.36,FR,1572758781
344,oeiras do para,-2.0,-49.85,76.12,87,77,4.09,BR,1572759000
345,sisimiut,66.94,-53.67,21.83,64,100,5.3,GL,1572758767
346,manicore,-5.81,-61.3,72.19,98,97,1.88,BR,1572759000
347,mankera,13.01,5.07,76.62,43,36,4.56,NG,1572759000
348,marsh harbour,26.54,-77.06,78.75,69,0,8.61,BS,1572759001
349,kathu,-27.7,23.05,79.83,20,22,10.18,ZA,1572759001
350,casian,44.5,28.48,55.0,93,96,10.29,RO,1572759001
351,banjar,-7.37,108.54,79.9,74,97,7.25,ID,1572758689
352,ames,42.03,-93.62,37.99,75,90,4.7,US,1572758885
353,udachnyy,66.42,112.4,17.6,92,90,6.71,RU,1572759002
354,pilar,-34.46,-58.91,62.6,51,0,6.93,AR,1572758816
355,vila velha,-3.71,-38.6,80.6,74,75,11.41,BR,1572758765
356,lasa,34.92,32.53,64.4,72,20,9.17,CY,1572758801
357,marzuq,14.4,46.47,77.67,32,100,7.94,YE,1572758694
358,whitehorse,60.72,-135.06,33.8,86,75,2.46,CA,1572759003
359,portland,43.66,-70.25,43.0,86,20,4.7,US,1572758757
360,pathein,16.78,94.73,85.05,75,5,0.89,MM,1572758757
361,anadyr,64.73,177.51,19.4,85,75,4.47,RU,1572758801
362,erzin,36.95,36.2,57.99,71,40,5.82,TR,1572759005
363,sechura,-5.56,-80.82,63.59,89,61,11.03,PE,1572759005
364,broken hill,-31.97,141.45,69.8,60,40,8.05,AU,1572758736
365,aberdeen,46.98,-123.82,50.0,100,40,2.26,US,1572759006
366,chicama,-7.84,-79.15,62.6,88,75,6.93,PE,1572759006
367,sibiti,-3.69,13.35,71.42,86,93,1.36,CG,1572758773
368,kenora,49.76,-94.48,30.2,86,90,3.36,CA,1572758692
369,katobu,-4.94,122.53,91.22,46,52,3.04,ID,1572759006
370,pringsewu,-5.36,104.98,84.92,56,91,7.36,ID,1572758681
371,konotop,51.24,33.21,41.92,80,100,21.68,UA,1572759007
372,bitkine,11.98,18.21,83.08,35,90,2.33,TD,1572759007
373,paamiut,61.99,-49.67,30.92,40,0,4.52,GL,1572758792
374,mbandaka,0.05,18.26,73.98,92,98,3.13,CD,1572759008
375,naze,5.43,7.07,73.4,100,75,0.74,NG,1572758817
376,jumla,29.28,82.18,59.13,37,18,5.39,NP,1572758786
377,oussouye,12.49,-16.54,77.61,82,79,2.24,SN,1572759008
378,isangel,-19.55,169.27,82.4,58,75,16.11,VU,1572758695
379,caconda,-13.73,15.06,69.15,62,43,3.96,AO,1572759009
380,salta,-24.79,-65.41,69.8,100,75,1.86,AR,1572758712
381,nuuk,64.17,-51.74,30.2,68,7,8.05,GL,1572759010
382,thinadhoo,0.53,72.93,81.57,75,90,4.18,MV,1572758706
383,skjervoy,70.03,20.97,36.25,77,100,21.18,NO,1572759010
384,redwater,53.95,-113.11,39.2,100,90,11.41,CA,1572759011
385,ostrovnoy,68.05,39.51,24.1,84,100,27.78,RU,1572758729
386,roebourne,-20.77,117.15,97.34,8,0,14.52,AU,1572759011
387,pitimbu,-7.47,-34.81,75.2,88,20,5.82,BR,1572758804
388,correia pinto,-27.59,-50.36,62.96,99,100,0.45,BR,1572759012
389,tazmalt,36.39,4.4,64.4,68,40,4.7,DZ,1572759012
390,hofn,64.25,-15.21,39.56,77,100,30.36,IS,1572758725
391,igarka,67.47,86.57,-8.2,93,100,7.81,RU,1572759013
392,saint-leu,-21.15,55.28,78.8,54,41,26.4,RE,1572759013
393,murwara,23.85,80.4,85.68,47,74,0.18,IN,1572758882
394,narrabri,-30.33,149.78,75.2,57,90,23.04,AU,1572759014
395,paita,-5.09,-81.11,65.25,82,53,9.42,PE,1572759014
396,burns lake,54.23,-125.76,38.64,97,100,2.08,CA,1572759014
397,acapulco,16.86,-99.88,82.4,83,75,5.82,MX,1572759014
398,sabang,13.8,121.11,86.0,81,96,3.0,PH,1572759014
399,eyl,7.98,49.82,82.26,77,95,10.11,SO,1572759015
400,muborak,39.25,65.15,68.04,45,0,9.33,UZ,1572759015
401,ugoofaaru,5.67,73.0,83.14,65,16,4.41,MV,1572759015
402,nur,52.67,22.32,45.28,82,82,8.5,PL,1572759015
403,ciamis,-7.33,108.35,79.9,74,97,7.25,ID,1572759016
404,riyadh,24.63,46.72,77.0,44,3,9.17,SA,1572758637
405,santiago,16.69,121.54,83.53,75,75,2.98,PH,1572758764
406,hambantota,6.12,81.12,84.2,83,40,3.36,LK,1572758759
407,olinda,-37.84,145.39,68.0,63,75,14.99,AU,1572759017
408,kawalu,-7.38,108.21,73.74,87,100,5.19,ID,1572759017
409,beisfjord,68.38,17.6,32.0,91,75,19.46,NO,1572759018
410,sayat,38.78,63.88,64.4,68,0,6.93,TM,1572759018
411,baker city,44.77,-117.83,42.8,63,1,3.36,US,1572759018
412,cochrane,-47.25,-72.57,30.0,99,100,7.0,CL,1572759018
413,kieta,-6.22,155.63,77.5,89,100,8.01,PG,1572758751
414,grand-santi,4.27,-54.38,71.49,98,37,0.81,GF,1572759019
415,starobaltachevo,56.0,55.92,23.88,93,99,10.13,RU,1572759019
416,kahta,37.78,38.62,48.2,45,0,5.82,TR,1572759019
417,zheleznodorozhnyy,55.75,38.0,39.0,74,40,13.42,RU,1572759019
418,markova,52.21,104.21,37.4,93,90,13.42,RU,1572759020
419,peniche,39.36,-9.38,63.0,88,75,11.41,PT,1572759020
420,san cristobal,14.68,-86.92,65.34,98,52,3.62,HN,1572758691
421,cayenne,4.94,-52.33,75.2,94,20,3.78,GF,1572758713
422,aykhal,65.95,111.51,17.6,92,90,6.71,RU,1572759021
423,newport,51.59,-3.0,50.0,93,90,8.05,GB,1572759001
424,nandu,31.44,119.33,75.2,44,40,2.24,CN,1572759022
425,petropavl,54.87,69.13,24.8,79,75,8.95,KZ,1572759022
426,ormara,25.21,64.64,84.02,67,0,7.85,PK,1572759022
427,churapcha,62.0,132.43,10.58,83,78,10.36,RU,1572759022
428,taltal,-25.41,-70.49,52.3,86,53,3.83,CL,1572758772
429,manta,45.1,24.1,45.57,90,100,1.54,RO,1572759023
430,vitoria do mearim,-3.46,-44.87,74.12,95,63,2.64,BR,1572759023
431,omboue,-1.57,9.26,73.38,96,100,4.12,GA,1572759023
432,ananindeua,-1.37,-48.4,77.0,88,100,6.93,BR,1572759024
433,ambon,47.55,-2.56,52.0,93,83,23.04,FR,1572759024
434,muros,42.77,-9.06,61.0,93,75,9.17,ES,1572759024
435,gladstone,-23.84,151.26,77.0,69,90,12.75,AU,1572759024
436,lexington,38.05,-84.5,37.99,86,1,6.55,US,1572759025
437,bilibino,68.06,166.44,5.41,89,50,2.53,RU,1572759025
438,businga,3.34,20.89,73.38,94,100,0.34,CD,1572759025
439,yuksekova,37.57,44.29,41.0,92,90,2.24,TR,1572759026
440,yar-sale,66.83,70.83,5.7,89,98,9.48,RU,1572758711
441,paoua,7.24,16.43,73.06,78,100,2.37,CF,1572759026
442,camopi,3.17,-52.33,70.88,99,61,1.99,GF,1572759026
443,kinablangan,7.69,126.55,81.18,82,80,3.42,PH,1572759027
444,taksimo,56.36,114.84,14.43,85,95,1.9,RU,1572759027
445,camacha,33.08,-16.33,71.6,77,40,13.87,PT,1572758729
446,naron,43.52,-8.15,57.0,71,20,10.29,ES,1572759027
447,yichun,47.72,128.88,30.63,23,0,6.04,CN,1572759028
448,gawler,-34.6,138.75,68.0,51,75,17.22,AU,1572759028
449,alyangula,-13.85,136.42,91.4,52,44,11.41,AU,1572759028
450,luderitz,-26.65,15.16,62.6,42,0,4.7,NA,1572758757
451,bayangol,48.91,106.09,48.36,50,0,8.12,MN,1572759029
452,covington,35.56,-89.65,41.0,93,1,3.49,US,1572759029
453,darnah,32.77,22.64,70.75,66,0,5.37,LY,1572758692
454,urucara,-2.54,-57.76,76.23,64,38,1.68,BR,1572759030
455,yerbogachen,61.28,108.01,19.45,68,72,15.19,RU,1572759030
456,zhezkazgan,47.8,67.71,37.4,44,90,17.9,KZ,1572758730
457,fershampenuaz,53.52,59.82,20.37,71,94,4.83,RU,1572759030
458,ilulissat,69.22,-51.1,19.4,67,90,2.24,GL,1572758698
459,warri,5.52,5.75,75.33,92,63,1.59,NG,1572758880
460,ruidoso,33.33,-105.67,45.0,25,1,8.05,US,1572759031
461,sterling,39.0,-77.4,42.8,68,1,3.36,US,1572759031
462,christchurch,-43.53,172.64,79.0,49,12,11.41,NZ,1572758957
463,mwene-ditu,-7.01,23.45,70.65,82,100,3.91,CD,1572759032
464,kendari,-3.99,122.52,90.03,48,69,8.7,ID,1572759032
465,bria,6.54,21.99,73.36,76,41,1.74,CF,1572759032
466,touros,-5.2,-35.46,73.4,94,40,4.7,BR,1572758768
467,pelotas,-31.77,-52.34,66.0,92,100,5.99,BR,1572758824
468,camapua,-19.53,-54.04,80.13,46,22,1.25,BR,1572759033
469,torrington,42.06,-104.18,28.99,74,1,3.65,US,1572759033
470,koubia,11.59,-11.89,64.76,87,31,0.78,GN,1572759034
471,ahipara,-35.17,173.16,60.8,77,90,18.12,NZ,1572758706
472,mendi,9.8,35.1,67.08,87,88,4.07,ET,1572759035
473,beja,38.02,-7.87,60.8,87,40,12.75,PT,1572759035
474,kokopo,-4.34,152.27,79.21,86,100,15.37,PG,1572759036
475,tabou,4.42,-7.36,73.24,95,3,2.24,CI,1572759036
476,bichura,50.59,107.6,49.87,50,5,4.92,RU,1572759036
477,bay saint louis,30.31,-89.33,45.0,81,1,4.7,US,1572759036
478,morant bay,17.88,-76.41,80.6,69,20,5.82,JM,1572759037
479,lovozero,68.01,35.02,23.52,95,100,8.66,RU,1572759037
480,oksfjord,70.24,22.35,21.2,78,75,4.7,NO,1572759037
481,bud,62.91,6.91,37.4,51,0,20.8,NO,1572759038
482,san antonio,-33.58,-71.61,47.88,82,0,1.83,CL,1572759038
483,taunsa,30.7,70.65,79.02,39,8,3.69,PK,1572759038
484,vryburg,-26.96,24.73,75.63,23,0,4.97,ZA,1572759038
485,weiser,44.25,-116.97,32.0,54,1,6.93,US,1572759039
486,avera,33.19,-82.53,50.0,80,1,4.7,US,1572758773
487,santa isabel do rio negro,-0.41,-65.02,72.39,94,90,0.38,BR,1572759039
488,ryotsu,38.08,138.43,62.6,59,100,6.93,JP,1572759039
489,marquette,46.54,-87.4,32.0,79,1,8.05,US,1572758899
490,nizwa,22.93,57.53,76.69,44,84,4.25,OM,1572759040
491,tamandare,-8.28,-70.75,70.29,98,58,1.97,BR,1572758775
492,sulangan,11.14,123.72,83.43,73,79,5.32,PH,1572759041
493,oskarshamn,57.26,16.44,46.99,100,90,3.36,SE,1572759041
494,juneau,58.3,-134.42,46.0,100,90,9.17,US,1572758815
495,chapadinha,-3.74,-43.35,73.49,94,17,5.01,BR,1572759041
496,bowen,-20.01,148.25,86.0,61,40,12.75,AU,1572759042
497,ballina,54.11,-9.15,51.01,96,84,0.43,IE,1572758712
498,tokur,53.13,132.9,21.63,61,3,4.03,RU,1572759042
499,jiaocheng,24.68,116.14,84.38,35,0,7.54,CN,1572759042
500,teguise,29.06,-13.56,71.6,88,14,12.75,ES,1572759042
501,mount gambier,-37.83,140.78,60.8,51,40,21.92,AU,1572758806
502,luwuk,-0.95,122.79,82.92,74,49,13.76,ID,1572759043
503,xam nua,20.42,104.04,75.16,60,88,3.33,LA,1572759043
504,conde,-11.81,-37.61,78.01,74,89,12.82,BR,1572759044
505,barentu,15.11,37.59,84.6,36,46,12.39,ER,1572759044
506,grabouw,-34.15,19.01,63.0,100,40,4.7,ZA,1572759044
507,lethem,3.38,-59.8,78.67,72,60,8.25,GY,1572759044
508,huarmey,-10.07,-78.15,60.96,87,100,2.71,PE,1572758723
509,vila,45.18,8.4,51.01,100,75,4.7,IT,1572758764
510,keningau,5.33,116.16,89.6,66,75,6.93,MY,1572759046
511,mauganj,24.67,81.88,84.9,38,26,6.22,IN,1572759046
512,seoul,37.57,126.98,69.8,42,1,5.82,KR,1572759037
513,soyo,-6.13,12.37,77.0,94,40,3.36,AO,1572759046
514,porto velho,-8.75,-63.87,75.2,94,20,1.68,BR,1572759046
515,bereda,43.27,-7.54,55.99,71,20,10.29,ES,1572759047
516,caravelas,-17.73,-39.27,69.1,92,15,4.59,BR,1572758752
517,coquimbo,-29.95,-71.34,55.4,87,86,2.24,CL,1572759047
518,lorengau,-2.02,147.27,85.42,71,100,16.2,PG,1572759047
519,vila franca do campo,37.72,-25.43,64.4,72,75,3.36,PT,1572758809
520,champerico,16.38,-93.6,66.2,93,5,3.36,MX,1572758678
521,neuquen,-38.95,-68.06,55.4,18,0,2.24,AR,1572758757
522,cockburn town,21.46,-71.14,80.42,70,0,13.22,TC,1572759048
523,roma,41.89,12.48,64.4,88,46,6.93,IT,1572758700
524,chirongui,-12.93,45.15,82.4,69,0,5.82,YT,1572759049
525,bhola,32.66,73.89,75.2,78,40,5.95,PK,1572759049
526,dukat,40.25,19.57,68.85,76,99,27.34,AL,1572759049
527,conceicao do araguaia,-8.26,-49.26,77.95,74,30,1.23,BR,1572759050
528,cabo san lucas,22.89,-109.91,80.01,73,5,4.7,MX,1572758735
529,lodwar,3.12,35.6,85.01,41,18,13.6,KE,1572759050
530,havre-saint-pierre,50.23,-63.6,33.8,70,90,8.05,CA,1572758798
531,assiniboia,49.63,-105.99,30.49,93,96,3.65,CA,1572759051
532,ahuimanu,21.44,-157.84,80.6,69,40,4.7,US,1572759051
533,ambovombe,-25.18,46.09,81.64,39,97,12.82,MG,1572759051
534,bodden town,19.28,-81.25,82.0,81,10,8.99,KY,1572759051
535,athens,37.98,23.73,59.0,81,20,2.24,GR,1572759052
536,tripoli,37.51,22.37,61.0,76,20,5.82,GR,1572759052
537,cartagena,37.63,-1.0,70.0,46,100,14.99,ES,1572759052
538,dibulla,11.27,-73.31,81.39,78,100,9.46,CO,1572759052
539,baghdad,33.3,44.38,69.8,52,75,3.36,IQ,1572759026
540,almaznyy,48.03,40.04,26.6,86,91,11.18,RU,1572758685
